epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.13753,1.79513,4.00248,15.4879,1.5836,0.00333,1,0.0177,0.01046,0.00333,1,0.0177,0.01092,0.85842,1.65013,6.27335,0.94913,6e-05,6e-05,6e-05
2,5.18108,1.52915,3.39068,13.2872,1.36663,0.00333,1,0.02034,0.01088,0.00333,1,0.02034,0.01259,0.82723,1.64322,6.51184,0.94659,0.000137228,0.000137228,0.000137228
3,7.12719,1.45468,3.22792,21.8319,1.35342,0.00333,1,0.01799,0.00889,0.00333,1,0.01799,0.0108,0.88175,1.64604,6.50713,0.95377,0.000211288,0.000211288,0.000211288
4,9.04435,1.10718,2.74881,12.2916,1.2619,0.00333,1,0.01799,0.00889,0.00333,1,0.01799,0.0108,0.88175,1.64604,6.50713,0.95377,0.00028218,0.00028218,0.00028218
5,11.0952,1.30413,2.74797,7.76813,1.16009,0.00333,1,0.03162,0.0144,0.00333,1,0.03162,0.01897,0.98,1.62542,6.70907,0.97247,0.000349904,0.000349904,0.000349904
6,13.0307,1.51464,3.282,15.8141,1.32491,0.00333,1,0.03162,0.0144,0.00333,1,0.03162,0.01897,0.98,1.62542,6.70907,0.97247,0.00041446,0.00041446,0.00041446
7,15.1019,1.75126,4.02133,11.8106,1.51163,0.00167,0.5,0.0125,0.00125,0.00167,0.5,0.0128,0.00278,1.6109,2.59646,7.95227,1.43213,0.000475848,0.000475848,0.000475848
8,17.2116,1.19417,3.55183,13.1072,1.15305,0.00167,0.5,0.0125,0.00125,0.00167,0.5,0.0128,0.00278,1.6109,2.59646,7.95227,1.43213,0.000534068,0.000534068,0.000534068
9,19.2916,1.27839,4.75605,12.9507,1.10626,0.00167,0.5,0.0125,0.00125,0.00167,0.5,0.0128,0.00278,1.6109,2.59646,7.95227,1.43213,0.00058912,0.00058912,0.00058912
10,21.439,1.54156,5.48097,11.1887,1.18227,0.00167,0.5,0.0036,0.00102,0.00167,0.5,0.01749,0.00233,1.59784,2.82007,8.35339,1.42187,0.000641004,0.000641004,0.000641004
11,23.6249,1.27246,3.53352,8.11221,1.13363,0.00167,0.5,0.0036,0.00102,0.00167,0.5,0.01749,0.00233,1.59784,2.82007,8.35339,1.42187,0.00068972,0.00068972,0.00068972
12,25.9047,1.52484,3.31335,11.666,1.29487,0.00167,0.5,0.0036,0.00102,0.00167,0.5,0.01749,0.00233,1.59784,2.82007,8.35339,1.42187,0.000735268,0.000735268,0.000735268
13,28.0816,1.23728,4.38568,13.113,1.13432,0.00167,0.5,0.0036,0.00102,0.00167,0.5,0.01749,0.00233,1.59784,2.82007,8.35339,1.42187,0.000777648,0.000777648,0.000777648
14,30.2113,1.24938,5.01032,10.9501,1.15962,0.00333,1,0.01236,0.00659,0.00333,1,0.14099,0.02099,1.41203,2.78682,8.42964,1.47374,0.00081686,0.00081686,0.00081686
15,32.3028,0.88429,2.59545,12.0215,1.00195,0.00333,1,0.01236,0.00659,0.00333,1,0.14099,0.02099,1.41203,2.78682,8.42964,1.47374,0.000852904,0.000852904,0.000852904
16,34.4563,1.16226,3.04311,9.11938,1.21036,0.00333,1,0.01236,0.00659,0.00333,1,0.14099,0.02099,1.41203,2.78682,8.42964,1.47374,0.00088578,0.00088578,0.00088578
17,36.642,1.24037,2.91996,9.09571,1.26783,0.00333,1,0.01236,0.00659,0.00333,1,0.14099,0.02099,1.41203,2.78682,8.42964,1.47374,0.000915488,0.000915488,0.000915488
18,38.7321,0.9762,2.36835,8.66842,1.01645,0.00333,1,0.01236,0.00659,0.00333,1,0.14099,0.02099,1.41203,2.78682,8.42964,1.47374,0.000942028,0.000942028,0.000942028
19,40.83,1.31036,3.20318,11.2,1.27141,0.00333,1,0.01236,0.00659,0.00333,1,0.14099,0.02099,1.41203,2.78682,8.42964,1.47374,0.0009654,0.0009654,0.0009654
20,43.0365,1.40589,3.10683,11.6469,1.35109,0.00167,0.5,0.49543,0.07522,0.00333,1,0.49753,0.10225,2.4703,2.61398,12.6663,2.3692,0.000985604,0.000985604,0.000985604
21,45.1855,1.4163,2.74222,13.2351,1.48606,0.00167,0.5,0.49543,0.07522,0.00333,1,0.49753,0.10225,2.4703,2.61398,12.6663,2.3692,0.00100264,0.00100264,0.00100264
22,47.3631,1.42073,2.95225,10.1822,1.40632,0.00167,0.5,0.49543,0.07522,0.00333,1,0.49753,0.10225,2.4703,2.61398,12.6663,2.3692,0.00101651,0.00101651,0.00101651
23,49.4892,1.3289,1.93582,10.0341,1.21049,0.00167,0.5,0.49543,0.07522,0.00333,1,0.49753,0.10225,2.4703,2.61398,12.6663,2.3692,0.00102721,0.00102721,0.00102721
24,51.5974,2.05497,2.5324,28.5525,1.98563,0.00167,0.5,0.49543,0.07522,0.00333,1,0.49753,0.10225,2.4703,2.61398,12.6663,2.3692,0.00103474,0.00103474,0.00103474
25,53.7634,1.52696,2.62753,9.29601,1.31071,0.00167,0.5,0.49543,0.07522,0.00333,1,0.49753,0.10225,2.4703,2.61398,12.6663,2.3692,0.0010391,0.0010391,0.0010391
26,55.9625,1.83382,2.53912,20.7129,1.58602,0.00167,0.5,0.49543,0.07522,0.00333,1,0.49753,0.10225,2.4703,2.61398,12.6663,2.3692,0.00101,0.00101,0.00101
27,58.1868,2.16079,3.43112,35.999,1.41023,0.00167,0.5,0.49543,0.07522,0.00333,1,0.49753,0.10225,2.4703,2.61398,12.6663,2.3692,0.0009704,0.0009704,0.0009704
28,60.3765,1.45984,2.22366,14.96,1.21533,0.17883,0.5,0.2875,0.12973,0.17883,0.5,0.2875,0.09169,1.74995,2.88838,10.9912,1.99685,0.0009308,0.0009308,0.0009308
29,62.4989,1.16741,2.89748,8.84729,1.20371,0.17883,0.5,0.2875,0.12973,0.17883,0.5,0.2875,0.09169,1.74995,2.88838,10.9912,1.99685,0.0008912,0.0008912,0.0008912
30,64.6274,1.2519,2.70256,8.44845,1.1166,0.17883,0.5,0.2875,0.12973,0.17883,0.5,0.2875,0.09169,1.74995,2.88838,10.9912,1.99685,0.0008516,0.0008516,0.0008516
31,66.7411,1.18292,2.21564,8.5433,1.16043,0.17883,0.5,0.2875,0.12973,0.17883,0.5,0.2875,0.09169,1.74995,2.88838,10.9912,1.99685,0.000812,0.000812,0.000812
32,68.8512,1.11367,2.01737,7.16151,1.12906,0.17883,0.5,0.2875,0.12973,0.17883,0.5,0.2875,0.09169,1.74995,2.88838,10.9912,1.99685,0.0007724,0.0007724,0.0007724
33,70.9501,1.1112,2.65304,6.45234,1.10136,0.17883,0.5,0.2875,0.12973,0.17883,0.5,0.2875,0.09169,1.74995,2.88838,10.9912,1.99685,0.0007328,0.0007328,0.0007328
34,73.0511,1.24612,3.52733,8.67796,1.32491,0.17883,0.5,0.2875,0.12973,0.17883,0.5,0.2875,0.09169,1.74995,2.88838,10.9912,1.99685,0.0006932,0.0006932,0.0006932
35,75.1196,1.54271,2.57527,21.7806,1.47333,0.17883,0.5,0.2875,0.12973,0.17883,0.5,0.2875,0.09169,1.74995,2.88838,10.9912,1.99685,0.0006536,0.0006536,0.0006536
36,77.1943,1.06343,2.57606,9.1735,1.09436,0.00333,1,0.05808,0.00787,0.01624,1,0.09071,0.01814,2.90397,2.246,9.91868,3.40402,0.000614,0.000614,0.000614
37,79.3431,0.85527,1.56993,8.2904,0.99664,0.00333,1,0.05808,0.00787,0.01624,1,0.09071,0.01814,2.90397,2.246,9.91868,3.40402,0.0005744,0.0005744,0.0005744
38,81.4858,1.00125,2.56676,12.4643,1.12967,0.00333,1,0.05808,0.00787,0.01624,1,0.09071,0.01814,2.90397,2.246,9.91868,3.40402,0.0005348,0.0005348,0.0005348
39,83.6401,1.08146,1.89556,7.20353,1.14702,0.00333,1,0.05808,0.00787,0.01624,1,0.09071,0.01814,2.90397,2.246,9.91868,3.40402,0.0004952,0.0004952,0.0004952
40,85.7476,0.82038,1.63863,10.603,0.97035,0.00333,1,0.05808,0.00787,0.01624,1,0.09071,0.01814,2.90397,2.246,9.91868,3.40402,0.0004556,0.0004556,0.0004556
41,87.9297,0.91589,1.88241,13.9939,1.18287,0.00333,1,0.05808,0.00787,0.01624,1,0.09071,0.01814,2.90397,2.246,9.91868,3.40402,0.000416,0.000416,0.000416
42,90.1685,0.90543,1.99773,13.0343,1.05509,0.00333,1,0.05808,0.00787,0.01624,1,0.09071,0.01814,2.90397,2.246,9.91868,3.40402,0.0003764,0.0003764,0.0003764
43,92.2597,1.03879,1.88962,13.1393,1.18469,0.00333,1,0.05808,0.00787,0.01624,1,0.09071,0.01814,2.90397,2.246,9.91868,3.40402,0.0003368,0.0003368,0.0003368
44,94.4763,1.04642,2.58553,13.6375,1.07266,0.03861,1,0.28429,0.07768,0.03861,1,0.28429,0.09418,2.40244,1.78496,10.0818,3.062,0.0002972,0.0002972,0.0002972
45,96.6165,0.76616,1.93241,13.0039,0.93191,0.03861,1,0.28429,0.07768,0.03861,1,0.28429,0.09418,2.40244,1.78496,10.0818,3.062,0.0002576,0.0002576,0.0002576
46,98.6703,0.94688,1.47566,13.1283,1.23833,0.03861,1,0.28429,0.07768,0.03861,1,0.28429,0.09418,2.40244,1.78496,10.0818,3.062,0.000218,0.000218,0.000218
47,100.701,0.87087,1.58875,11.8027,1.01689,0.03861,1,0.28429,0.07768,0.03861,1,0.28429,0.09418,2.40244,1.78496,10.0818,3.062,0.0001784,0.0001784,0.0001784
48,102.741,0.95812,1.90756,12.0676,1.06939,0.03861,1,0.28429,0.07768,0.03861,1,0.28429,0.09418,2.40244,1.78496,10.0818,3.062,0.0001388,0.0001388,0.0001388
49,104.761,0.82596,1.72357,12.2799,1.1242,0.03861,1,0.28429,0.07768,0.03861,1,0.28429,0.09418,2.40244,1.78496,10.0818,3.062,9.92e-05,9.92e-05,9.92e-05
50,106.785,1.05503,2.54298,12.8739,1.15595,0.03861,1,0.28429,0.07768,0.03861,1,0.28429,0.09418,2.40244,1.78496,10.0818,3.062,5.96e-05,5.96e-05,5.96e-05
